Date,eth_btc
2017-11-09,0.04491921406020977
2017-11-10,0.04521708282699266
2017-11-11,0.04949682190169016
2017-11-12,0.05174863465444823
2017-11-13,0.04828363060260673
2017-11-14,0.05088061062621266
2017-11-15,0.045568337108250805
2017-11-16,0.04203976702509072
2017-11-17,0.04311771092522605
2017-11-18,0.04462199108737766
2017-11-19,0.044097109060406356
2017-11-20,0.0447196836720173
2017-11-21,0.04465238530811364
2017-11-22,0.04611979294538867
2017-11-23,0.051023475495737484
2017-11-24,0.05753923227287415
2017-11-25,0.05304063796739845
2017-11-26,0.050514706682716376
2017-11-27,0.048924211308147315
2017-11-28,0.0470137608103368
2017-11-29,0.04323388171386017
2017-11-30,0.043690786305756374
2017-12-01,0.042507017853167545
2017-12-02,0.04184792421160119
2017-12-03,0.041141460787651046
2017-12-04,0.040335929908696284
2017-12-05,0.03887661838145506
2017-12-06,0.029989015337460203
2017-12-07,0.024269010567893184
2017-12-08,0.027522480905066322
2017-12-09,0.031196189802950972
2017-12-10,0.02858036654739286
2017-12-11,0.03041518838070114
2017-12-12,0.03740545813831037
2017-12-13,0.04283023502088681
2017-12-14,0.04200772633445461
2017-12-15,0.03865430893874905
2017-12-16,0.03570778516246507
2017-12-17,0.03761467369177222
2017-12-18,0.041573544904342424
2017-12-19,0.0465116154507909
2017-12-20,0.049269517328601076
2017-12-21,0.05195647431710333
2017-12-22,0.04879046797097636
2017-12-23,0.04894055556541029
2017-12-24,0.0498461862147589
2017-12-25,0.05459869146497468
2017-12-26,0.04806494539825593
2017-12-27,0.048163776871576774
2017-12-28,0.05045856367055121
2017-12-29,0.05141796440672873
2017-12-30,0.055377233846535937
2017-12-31,0.05345518283677174
2018-01-01,0.05657389363569025
2018-01-02,0.05903337935179156
2018-01-03,0.063332673554577
2018-01-04,0.06288283917050284
2018-01-05,0.05724317798577842
2018-01-06,0.05943287805733654
2018-01-07,0.069984103952205
2018-01-08,0.07571011785493437
2018-01-09,0.08905134189187652
2018-01-10,0.0838706205492472
2018-01-11,0.08615152176948833
2018-01-12,0.09106905188230287
2018-01-13,0.09724237997748361
2018-01-14,0.09924266769759295
2018-01-15,0.09348326764524546
2018-01-16,0.09170096526750358
2018-01-17,0.09065030793935581
2018-01-18,0.09030841175262108
2018-01-19,0.08952047319959704
2018-01-20,0.08955206578108911
2018-01-21,0.09048025373906575
2018-01-22,0.09177781198336143
2018-01-23,0.09074279272568608
2018-01-24,0.09320738708802749
2018-01-25,0.09379096511890325
2018-01-26,0.094452799743066
2018-01-27,0.09676592580781487
2018-01-28,0.10571680938152256
2018-01-29,0.10466696863301829
2018-01-30,0.10598636747209908
2018-01-31,0.10941191274254028
2018-02-01,0.11305659586526276
2018-02-02,0.10370409910194844
2018-02-03,0.10507121764858904
2018-02-04,0.10084342419196245
2018-02-05,0.10034851081404451
2018-02-06,0.10228553124546605
2018-02-07,0.09933581050025428
2018-02-08,0.09894115511360871
2018-02-09,0.10116366785936395
2018-02-10,0.09979412183454515
2018-02-11,0.1002045458490266
2018-02-12,0.0973169918348575
2018-02-13,0.09830513645657775
2018-02-14,0.09727193008259911
2018-02-15,0.09216398894220526
2018-02-16,0.0922629677769408
2018-02-17,0.0876578125130444
2018-02-18,0.08756051456713314
2018-02-19,0.08408372218622015
2018-02-20,0.07851582875247198
2018-02-21,0.07950787409666785
2018-02-22,0.08124387513274613
2018-02-23,0.08389289091937431
2018-02-24,0.0856526028940993
2018-02-25,0.08741164591089298
2018-02-26,0.08385648143219995
2018-02-27,0.081884933862417
2018-02-28,0.08224727516917196
2018-03-01,0.07964569557182277
2018-03-02,0.07728865972298196
2018-03-03,0.07460812388609261
2018-03-04,0.075280823438858
2018-03-05,0.07376323394390324
2018-03-06,0.07578465098620135
2018-03-07,0.07554319221530692
2018-03-08,0.07499683617986194
2018-03-09,0.07806287847151083
2018-03-10,0.07747462380424515
2018-03-11,0.07551591387362636
2018-03-12,0.07602627502335815
2018-03-13,0.07513195492211482
2018-03-14,0.07428115610185533
2018-03-15,0.07364345263298079
2018-03-16,0.07215648705212994
2018-03-17,0.06982283423287736
2018-03-18,0.06549914422765432
2018-03-19,0.06450568473823648
2018-03-20,0.06250932632132745
2018-03-21,0.06290898901448153
2018-03-22,0.06183237649605005
2018-03-23,0.06077050723264551
2018-03-24,0.06073277928337214
2018-03-25,0.06171145797448389
2018-03-26,0.05968170212882384
2018-03-27,0.05746376822661121
2018-03-28,0.05610410646516204
2018-03-29,0.05386326200376495
2018-03-30,0.05727361474824057
2018-03-31,0.056851696765720314
2018-04-01,0.055463798807489466
2018-04-02,0.05455052351102063
2018-04-03,0.05591293757944031
2018-04-04,0.055522598710063875
2018-04-05,0.05626274248307747
2018-04-06,0.055796738775425216
2018-04-07,0.05575300047788908
2018-04-08,0.05702382772338118
2018-04-09,0.058860123225438654
2018-04-10,0.06060827676168208
2018-04-11,0.06178533985316779
2018-04-12,0.0624826199602604
2018-04-13,0.062403430081864206
2018-04-14,0.06279275129586899
2018-04-15,0.06383659285621576
2018-04-16,0.06342820938556325
2018-04-17,0.06364063461628772
2018-04-18,0.06428543508568019
2018-04-19,0.06846729944628595
2018-04-20,0.06960545388507342
2018-04-21,0.06805571016329431
2018-04-22,0.07064615892729738
2018-04-23,0.0719467714339544
2018-04-24,0.07302480227063998
2018-04-25,0.06957201990099843
2018-04-26,0.07141176788402176
2018-04-27,0.07199603835336414
2018-04-28,0.07313252467082927
2018-04-29,0.07313675812621862
2018-04-30,0.07249828477637045
2018-05-01,0.07386909252071083
2018-05-02,0.07439962587688904
2018-05-03,0.08000351007289946
2018-05-04,0.08098582404044143
2018-05-05,0.08278632023034557
2018-05-06,0.08206394644624522
2018-05-07,0.08041440203659903
2018-05-08,0.08152372966151379
2018-05-09,0.08067137037825176
2018-05-10,0.08041594072775117
2018-05-11,0.08050545338165307
2018-05-12,0.08066512347504141
2018-05-13,0.08407851676561276
2018-05-14,0.08380940781602675
2018-05-15,0.08329486831854804
2018-05-16,0.08448612066352054
2018-05-17,0.08310234794642535
2018-05-18,0.08415580560902347
2018-05-19,0.0844567543923633
2018-05-20,0.08403007295153878
2018-05-21,0.08305295117321031
2018-05-22,0.08054697407004982
2018-05-23,0.07721605377553192
2018-05-24,0.07931040618649797
2018-05-25,0.07843890596499442
2018-05-26,0.07983817553479818
2018-05-27,0.077721351030128
2018-05-28,0.07231456235132924
2018-05-29,0.07566158618503144
2018-05-30,0.07555370476010467
2018-05-31,0.0770792530130844
2018-06-01,0.07691399064674465
2018-06-02,0.07742681227404029
2018-06-03,0.08009183374789515
2018-06-04,0.07891241410208884
2018-06-05,0.0798168919670921
2018-06-06,0.07932134980581934
2018-06-07,0.07881845230751777
2018-06-08,0.07883060183265245
2018-06-09,0.07933664365389895
2018-06-10,0.07758288398663124
2018-06-11,0.07721010271062508
2018-06-12,0.07548098210675387
2018-06-13,0.07519708899046837
2018-06-14,0.07785988701581589
2018-06-15,0.0760470700992719
2018-06-16,0.07627935598097851
2018-06-17,0.07700064723314405
2018-06-18,0.07704600935944558
2018-06-19,0.07946259122988608
2018-06-20,0.07913584653360689
2018-06-21,0.07836364941707272
2018-06-22,0.07656816678206818
2018-06-23,0.07700146540315048
2018-06-24,0.07413817377909518
2018-06-25,0.0736592616328345
2018-06-26,0.07101992866733185
2018-06-27,0.07184597347365168
2018-06-28,0.07154557248426315
2018-06-29,0.07011707643251183
2018-06-30,0.07107745044906016
2018-07-01,0.07108218079471278
2018-07-02,0.07186786150819281
2018-07-03,0.0710909901589818
2018-07-04,0.07083205235253204
2018-07-05,0.0714568419306111
2018-07-06,0.07102899429208108
2018-07-07,0.07170264113212903
2018-07-08,0.07220662257064238
2018-07-09,0.07070597498215411
2018-07-10,0.06862992564335997
2018-07-11,0.06982615444620287
2018-07-12,0.0690459335059655
2018-07-13,0.06957735536681621
2018-07-14,0.06948337354807961
2018-07-15,0.07073513539016302
2018-07-16,0.07129573026320364
2018-07-17,0.06843317499794911
2018-07-18,0.06519160991025254
2018-07-19,0.0628937728356856
2018-07-20,0.06128502014904731
2018-07-21,0.06232887543200902
2018-07-22,0.0619609918483877
2018-07-23,0.058467977349543794
2018-07-24,0.056903804426199786
2018-07-25,0.05775216724527314
2018-07-26,0.05835783363123829
2018-07-27,0.057521790982386016
2018-07-28,0.056993339720449815
2018-07-29,0.056782537210498044
2018-07-30,0.0558745935132956
2018-07-31,0.05576381382825936
2018-08-01,0.05518058582401329
2018-08-02,0.05452792762430486
2018-08-03,0.05626043101267855
2018-08-04,0.05790710856980672
2018-08-05,0.05807698293625413
2018-08-06,0.05849679233106647
2018-08-07,0.056302122535951626
2018-08-08,0.0565531760660565
2018-08-09,0.05566005054366593
2018-08-10,0.05403260572988799
2018-08-11,0.05116356649840561
2018-08-12,0.050543362126839034
2018-08-13,0.04549294459831239
2018-08-14,0.04499113806829736
2018-08-15,0.04475915314490131
2018-08-16,0.04547091839404967
2018-08-17,0.04797853845737186
2018-08-18,0.046049669120832845
2018-08-19,0.04623897729666655
2018-08-20,0.04348319050293776
2018-08-21,0.043451138650219955
2018-08-22,0.042551880998218765
2018-08-23,0.042403840449319656
2018-08-24,0.042108436976248026
2018-08-25,0.04134823929484435
2018-08-26,0.041029720121649904
2018-08-27,0.04148408502906755
2018-08-28,0.04178231438113927
2018-08-29,0.04105370181805282
2018-08-30,0.040713047833262135
2018-08-31,0.04021325436599994
2018-09-01,0.04105807575407066
2018-09-02,0.040476052082472416
2018-09-03,0.0398425082369877
2018-09-04,0.03881230400194207
2018-09-05,0.034202385600741125
2018-09-06,0.03525945856709748
2018-09-07,0.033585999352639825
2018-09-08,0.03179435280057176
2018-09-09,0.03125351146424785
2018-09-10,0.031135597053542075
2018-09-11,0.029277034193590547
2018-09-12,0.02886284191719159
2018-09-13,0.03242963768887408
2018-09-14,0.032513192540427636
2018-09-15,0.03409249273570472
2018-09-16,0.03384730797168092
2018-09-17,0.03150273735068484
2018-09-18,0.03295638449614827
2018-09-19,0.03281514108824569
2018-09-20,0.03444821687435648
2018-09-21,0.0366125943745524
2018-09-22,0.03577517285476495
2018-09-23,0.0364093991320906
2018-09-24,0.03468017762485748
2018-09-25,0.03389529426191704
2018-09-26,0.03323279447606933
2018-09-27,0.03422233920633518
2018-09-28,0.03347345652787081
2018-09-29,0.03508579207953013
2018-09-30,0.0351438980467969
2018-10-01,0.035019925468721444
2018-10-02,0.03465185039457751
2018-10-03,0.033907874202616387
2018-10-04,0.033788730242590784
2018-10-05,0.03436794049903564
2018-10-06,0.03416961149597724
2018-10-07,0.0342451474882277
2018-10-08,0.03446288020046144
2018-10-09,0.03432099134328869
2018-10-10,0.034282586907626623
2018-10-11,0.0302895965980841
2018-10-12,0.03135301527041308
2018-10-13,0.031791491231586116
2018-10-14,0.03111066104204303
2018-10-15,0.03178999801550203
2018-10-16,0.03185513878215831
2018-10-17,0.03164263151894506
2018-10-18,0.03139742341888778
2018-10-19,0.03151029866341015
2018-10-20,0.031657263006738746
2018-10-21,0.03164623866353446
2018-10-22,0.031453517630680314
2018-10-23,0.03155407584919557
2018-10-24,0.031381932114754936
2018-10-25,0.03130171640212247
2018-10-26,0.031403373836978506
2018-10-27,0.03151204256643664
2018-10-28,0.03166106154360012
2018-10-29,0.031147721826267814
2018-10-30,0.03118843989073881
2018-10-31,0.031242986030413967
2018-11-01,0.031182010153660785
2018-11-02,0.03140594516768226
2018-11-03,0.03146955351838291
2018-11-04,0.03254105487890704
2018-11-05,0.03257041624148961
2018-11-06,0.033810813444650104
2018-11-07,0.033258550982085994
2018-11-08,0.03288506407815441
2018-11-09,0.032897980348301506
2018-11-10,0.03316050902237933
2018-11-11,0.03296382708793514
2018-11-12,0.033026068369812873
2018-11-13,0.03252241868544151
2018-11-14,0.031611351710296866
2018-11-15,0.03201222490558404
2018-11-16,0.03141878524802154
2018-11-17,0.03132709159028165
2018-11-18,0.03148675035881709
2018-11-19,0.03062204702764771
2018-11-20,0.029277360094895163
2018-11-21,0.029703597726488565
2018-11-22,0.029021471431631016
2018-11-23,0.028362751689593516
2018-11-24,0.02924530324222569
2018-11-25,0.02904011695823831
2018-11-26,0.02866665143666555
2018-11-27,0.028793003145945135
2018-11-28,0.028758733173333873
2018-11-29,0.027470638028099254
2018-11-30,0.028171235180250883
2018-12-01,0.028148231369027093
2018-12-02,0.028114090012702764
2018-12-03,0.02797158653472398
2018-12-04,0.027853713853708027
2018-12-05,0.027297734516283208
2018-12-06,0.026060324305198713
2018-12-07,0.027279612552427845
2018-12-08,0.0265122541063224
2018-12-09,0.026324263856344923
2018-12-10,0.02617603713671803
2018-12-11,0.025972555346919925
2018-12-12,0.02598066929304211
2018-12-13,0.026115794581996286
2018-12-14,0.0260011379415653
2018-12-15,0.026088052966048002
2018-12-16,0.026211594641369854
2018-12-17,0.026829513820084493
2018-12-18,0.02735682926903378
2018-12-19,0.027034145969730073
2018-12-20,0.028109449802157377
2018-12-21,0.02810086052574513
2018-12-22,0.029086743113345918
2018-12-23,0.03269965127217797
2018-12-24,0.03438386623154803
2018-12-25,0.03403083758578216
2018-12-26,0.03418601428362471
2018-12-27,0.03189636753635456
2018-12-28,0.03507896796931828
2018-12-29,0.036126590690392896
2018-12-30,0.03617722834096898
2018-12-31,0.035634231959724205
2019-01-01,0.03663813679019667
2019-01-02,0.0393181805518194
2019-01-03,0.03887022907369459
2019-01-04,0.04007082906493686
2019-01-05,0.04047612996944682
2019-01-06,0.03869522158701876
2019-01-07,0.03768692209337581
2019-01-08,0.03730223469480028
2019-01-09,0.037371013524820716
2019-01-10,0.03496271287670778
2019-01-11,0.03459063803903334
2019-01-12,0.034404854714930745
2019-01-13,0.032901589226639154
2019-01-14,0.03482647221770238
2019-01-15,0.03361157498167941
2019-01-16,0.03380214354733861
2019-01-17,0.033638648574226285
2019-01-18,0.03308244287839621
2019-01-19,0.033395933258801476
2019-01-20,0.03317811080823596
2019-01-21,0.032761965427516325
2019-01-22,0.03294354540749107
2019-01-23,0.03276110880031031
2019-01-24,0.03259296555834253
2019-01-25,0.03232941971934074
2019-01-26,0.03233588283777946
2019-01-27,0.03164240240617049
2019-01-28,0.030713584679948214
2019-01-29,0.03062489321865061
2019-01-30,0.0312397776692298
2019-01-31,0.03096224117371322
2019-02-01,0.030851913475149897
2019-02-02,0.03136278134883806
2019-02-03,0.03103125042507721
2019-02-04,0.031169933522459198
2019-02-05,0.03099608797241904
2019-02-06,0.030734160639437343
2019-02-07,0.030750455087805176
2019-02-08,0.03252655929117608
2019-02-09,0.0325318064306971
2019-02-10,0.0338211712184662
2019-02-11,0.033246731106696396
2019-02-12,0.033549016067849116
2019-02-13,0.03374207692686699
2019-02-14,0.033562124411329684
2019-02-15,0.03372183597005726
2019-02-16,0.03395796928692641
2019-02-17,0.036364952150224554
2019-02-18,0.037310784227415
2019-02-19,0.036823590631929304
2019-02-20,0.037390261495495555
2019-02-21,0.036956620427871754
2019-02-22,0.03722168580312955
2019-02-23,0.038332986352377064
2019-02-24,0.03565286611042594
2019-02-25,0.03601179446140365
2019-02-26,0.03582689493870131
2019-02-27,0.03534777645209901
2019-02-28,0.03547441222643248
2019-03-01,0.03535190009017098
2019-03-02,0.034728918503694944
2019-03-03,0.03437571550812944
2019-03-04,0.03396841248631009
